ID,Original_FR,Conflict,Agent Conflict,Event Conflict,Input Conflict,Operation Conflict,Output Conflict,Restriction Conflict,No conflict
2011,The NGN network should be provided with a CND location information.,"""The THEMAS system shall generate the operational history report using only events flagged as 'critical' from the event database and output the data in a proprietary binary format.""",0,0,1,0,0,0,0
2012,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,"When the game ends, the notification shall not include any reason for the game's conclusion.",0,0,0,0,1,0,0
2013,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,"When the game ends, the notification displayed to the user shall not specify the reason for the game's conclusion.",0,0,0,0,1,0,0
2014,The number of possible values defining the packet priority and by consequence the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,"When the number of concurrent services exceeds the number of priority queues managed in the downstream direction, the system shall display all affected services in green.",0,0,0,0,1,1,0
2015,The number of possible values defining the packet priority and by consequence the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,The THEMAS system shall generate the operational history report exclusively from high-priority events logged in the last 24-hour period.,0,0,1,0,0,0,0
2016,The number of possible values defining the packet priority and by consequence the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,The number of queues managed in the downstream direction shall be fixed and cannot be modified after the initial system configuration.,0,0,0,0,0,1,0
2017,The number of possible values defining the packet priority and by consequence the number of queues managed in the upstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,"If the upstream traffic report is selected, the system shall create a single, aggregated priority queue for all traffic and generate the report based on the total bandwidth consumption.",0,0,1,0,0,0,0
2018,The number of possible values defining the packet priority and by consequence the number of queues managed in the upstream direction shall be coherent with the number of concurrent services (data communication entertainment) to be treated and supported.,"""The number of queues managed in the upstream direction shall be fixed at eight, regardless of the number of concurrent services to be treated and supported.""",0,0,0,0,1,1,0
2019,The only events that are available in the agenda-app are extracted from the agenda RSS-feeds in the selected language.,The agenda-app must restrict the selection of RSS-feeds to a maximum of three per language configuration.,0,0,0,0,0,1,0
2020,The only events that are available in the agenda-app are extracted from the agenda RSS-feeds in the selected language.,"If the user manually creates an event, the agenda-app shall save the new event directly to the user's personal event list without consulting the RSS-feeds.",0,0,1,0,0,0,0
2021,"The only hazard is a user using the device when they should not be, such as while driving.","""The system shall permit users who are logged in from a recognized and trusted personal device to bypass all access restrictions and use any feature.""",1,0,0,0,0,0,0
2022,The OPENCOSS platform must be able to automatically indicate the tool that stores the artefact associated to an evidence item of an assurance project imported from external tool.,"When an evidence item is imported from an external tool, the OPENCOSS platform shall require the user to manually select and specify the associated tool and artefact from a predefined list before proceeding.",0,0,1,0,0,0,0
2023,The OPENCOSS platform must be able to send out evidence traceability links of an assurance project to external and internal tools.,"The system shall restrict the sending of evidence traceability links to only users with the PLATFORM_ADMIN key, who must manually approve and log each external transmission.",1,0,0,0,0,0,0
2024,The OPENCOSS platform must be able to send out evidence traceability links of an assurance project to external and internal tools.,The OPENCOSS platform must send out evidence traceability links only after a formal review of the entire assurance project has been completed.,0,1,0,0,0,0,0
2025,The OPENCOSS platform must be able to send out evidence traceability links of an assurance project to external and internal tools.,The OPENCOSS platform must restrict all evidence traceability links to read-only access once they have been sent to external and internal tools.,0,0,0,0,0,1,0
